,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
1296,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,9,5955
1297,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,9,5955
1298,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,9,5955
1299,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,9,5955
1300,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,9,5955
1301,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,9,5955
1302,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,9,5955
1303,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,9,5955
1304,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,9,5955
1305,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,9,5955
1306,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,9,5955
1307,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,9,5954
1308,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,9,5954
1309,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,9,5954
1310,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,9,5955
1311,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,9,5955
1312,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,9,5955
1313,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,9,5955
1314,Indigo,6E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,9,5955
1315,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,9,5955
1316,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2.0,9,5955
1317,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,9,5955
1318,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,9,5955
1319,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,9,5955
1320,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,9,5955
1321,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,9,5955
1322,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,9,5955
1323,AirAsia,I5-740,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.58,9,5949
1324,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,9,5954
1325,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,9.25,9,5954
1326,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,9,5954
1327,GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,9,5954
1328,GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,9,5954
1329,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,9,5954
1330,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,9,5955
1331,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,9,6060
1332,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,9,6060
1333,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,9,6165
1334,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,9,6165
1335,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,9,6165
1336,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,9,6443
1337,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,9,6532
1338,GO_FIRST,G8-392,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,9,6532
1339,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,9,6532
1340,GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,9,6532
1341,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,9,6559
1342,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,9,6585
1343,AirAsia,I5-482,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,9,6769
1344,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,9,6932
1345,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,9,7530
1346,Air_India,AI-435,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,9,7783
1347,Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,9,7898
1348,Indigo,6E-282,Delhi,Morning,two_or_more,Evening,Mumbai,Economy,9.67,9,8003
1349,Air_India,AI-469,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.83,9,9000
1350,Air_India,AI-469,Delhi,Early_Morning,one,Morning,Mumbai,Economy,28.08,9,9000
1351,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,9,9373
1352,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,9,9447
1353,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,9,9840
1354,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,9,9840
1355,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,9,9840
1356,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,9,9840
1357,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.5,9,9840
1358,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,9,9945
1359,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,9,9945
1360,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,9,10260
1361,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,9,10260
1362,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,9,10260
1363,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,9,10365
1364,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,9,10220
1365,Vistara,UK-637,Delhi,Evening,one,Night,Mumbai,Economy,4.42,9,10575
1366,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,9,10575
1367,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,9,10575
1368,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,9,10233
1369,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,9,10233
1370,Vistara,UK-706,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,9,10628
1371,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,9,10680
1372,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,9,10349
1373,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,9,10721
1374,Vistara,UK-637,Delhi,Evening,one,Morning,Mumbai,Economy,17.83,9,11100
1375,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.33,9,11153
1376,Indigo,6E-2193,Delhi,Afternoon,one,Evening,Mumbai,Economy,3.83,9,10838
1377,Indigo,6E-152,Delhi,Morning,one,Evening,Mumbai,Economy,7.67,9,10838
1378,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,9,10838
1379,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,9,10890
1380,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,9,11406
1381,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,9,11153
1382,GO_FIRST,G8-2401,Delhi,Morning,one,Evening,Mumbai,Economy,8.0,9,11179
1383,GO_FIRST,G8-357,Delhi,Early_Morning,two_or_more,Evening,Mumbai,Economy,12.08,9,11295
1384,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,9,11310
1385,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,9,11310
1386,Air_India,AI-9809,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.83,9,11310
1387,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,9,11326
1388,GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Mumbai,Economy,7.08,9,11703
1389,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,5.75,9,12150
1390,Vistara,UK-813,Delhi,Evening,one,Night,Mumbai,Economy,5.83,9,12150
1391,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,6.5,9,12150
1392,Vistara,UK-817,Delhi,Evening,one,Night,Mumbai,Economy,7.33,9,12150
1393,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,9,12150
1394,Vistara,UK-819,Delhi,Afternoon,one,Night,Mumbai,Economy,9.17,9,12150
1395,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,9,12150
1396,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,9,12150
1397,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,9,12150
1398,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.67,9,12150
1399,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,12.75,9,12150
1400,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,13.75,9,12150
1401,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,14.33,9,12150
1402,Vistara,UK-813,Delhi,Evening,one,Morning,Mumbai,Economy,14.67,9,12150
1403,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.83,9,12150
1404,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,15.33,9,12150
1405,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.92,9,12150
1406,Air_India,AI-504,Delhi,Night,one,Night,Mumbai,Economy,23.83,9,12150
1407,Air_India,AI-9857,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.25,9,12298
1408,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,13.08,9,12990
1409,Air_India,AI-453,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,10.08,9,12740
1410,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,9,12791
1411,Air_India,AI-540,Delhi,Night,one,Morning,Mumbai,Economy,11.42,9,12990
1412,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,9,13200
1413,Air_India,AI-764,Delhi,Evening,one,Afternoon,Mumbai,Economy,19.5,9,13410
1414,Air_India,AI-451,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.92,9,13620
1415,Indigo,6E-2901,Delhi,Morning,one,Night,Mumbai,Economy,9.5,9,13673
1416,Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8.0,9,13767
1417,Vistara,UK-833,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.33,9,14565
1418,Vistara,UK-839,Delhi,Afternoon,one,Night,Mumbai,Economy,9.08,9,14565
1419,Air_India,AI-762,Delhi,Night,one,Afternoon,Mumbai,Economy,16.17,9,14250
1420,Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Economy,5.0,9,14723
1421,Vistara,UK-737,Delhi,Afternoon,one,Night,Mumbai,Economy,7.58,9,14880
1422,Air_India,AI-839,Delhi,Night,one,Night,Mumbai,Economy,26.5,9,14880
1423,Air_India,AI-807,Delhi,Evening,one,Night,Mumbai,Economy,27.75,9,15195
1424,Vistara,UK-707,Delhi,Evening,one,Night,Mumbai,Economy,6.0,9,15930
1425,Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Economy,6.42,9,15615
1426,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,9,15615
1427,Indigo,6E-2154,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.08,9,15720
1428,Indigo,6E-181,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.83,9,15720
1429,Indigo,6E-2901,Delhi,Morning,one,Evening,Mumbai,Economy,4.83,9,15720
1430,Indigo,6E-2097,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.58,9,15720
1431,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,9,15771
1432,Air_India,AI-767,Delhi,Afternoon,one,Night,Mumbai,Economy,7.92,9,16035
1433,Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,9,16035
1434,Air_India,AI-406,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.83,9,16455
1435,Vistara,UK-705,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,5.5,9,16980
1436,Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Economy,12.83,9,16980
1437,Air_India,AI-465,Delhi,Evening,one,Night,Mumbai,Economy,6.25,9,16770
1438,Air_India,AI-512,Delhi,Afternoon,one,Night,Mumbai,Economy,8.92,9,16770
1439,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,9.75,9,17295
1440,Air_India,AI-9643,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,9,17295
1441,Air_India,AI-544,Delhi,Evening,one,Night,Mumbai,Economy,6.67,9,17505
1442,Air_India,AI-542,Delhi,Morning,one,Night,Mumbai,Economy,14.17,9,17505
1443,Air_India,AI-560,Delhi,Morning,one,Night,Mumbai,Economy,15.75,9,17505
1444,Air_India,AI-415,Delhi,Evening,one,Evening,Mumbai,Economy,25.08,9,17536
1445,Air_India,AI-9915,Delhi,Evening,one,Afternoon,Mumbai,Economy,21.25,9,17873
1446,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,10.92,9,18030
1447,Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.5,9,18030
1448,Air_India,AI-764,Delhi,Evening,one,Evening,Mumbai,Economy,24.92,9,18135
1449,Air_India,AI-764,Delhi,Evening,one,Night,Mumbai,Economy,27.17,9,18135
1450,Air_India,AI-762,Delhi,Night,one,Evening,Mumbai,Economy,21.58,9,18975
1451,Air_India,AI-762,Delhi,Night,one,Night,Mumbai,Economy,23.83,9,18975
1452,Air_India,AI-885,Delhi,Morning,one,Late_Night,Mumbai,Economy,13.25,9,19290
1453,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,8.83,9,19291
1454,GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.5,9,19815
1455,Vistara,UK-847,Delhi,Morning,one,Morning,Mumbai,Economy,22.58,9,20340
1456,Air_India,AI-885,Delhi,Morning,one,Evening,Mumbai,Economy,5.67,9,20340
1457,Air_India,AI-537,Delhi,Evening,one,Morning,Mumbai,Economy,15.83,9,20445
1458,Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Economy,4.58,9,20865
1459,GO_FIRST,G8-191,Delhi,Morning,one,Evening,Mumbai,Economy,8.92,9,23685
1460,GO_FIRST,G8-266,Delhi,Early_Morning,one,Evening,Mumbai,Economy,11.75,9,23685
1461,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,9,29501
1462,SpiceJet,SG-1089,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,10,5953
1463,SpiceJet,SG-8803,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,10,5953
1464,SpiceJet,SG-1061,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,10,5953
1465,SpiceJet,SG-8157,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.33,10,5953
1466,AirAsia,I5-764,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,10,5956
1467,Vistara,UK-927,Delhi,Morning,zero,Morning,Mumbai,Economy,2.08,10,5955
1468,Vistara,UK-943,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.25,10,5955
1469,Vistara,UK-995,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.25,10,5955
1470,Vistara,UK-977,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,5955
1471,Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,10,5955
1472,Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,10,5955
1473,GO_FIRST,G8-334,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,10,5954
1474,GO_FIRST,G8-338,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,10,5954
1475,Indigo,6E-2054,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,10,5955
1476,Indigo,6E-5001,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,10,5955
1477,Indigo,6E-6261,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,5955
1478,Indigo,6E-6278,Delhi,Morning,zero,Morning,Mumbai,Economy,2.33,10,5955
1479,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,10,5955
1480,Air_India,AI-665,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.17,10,5955
1481,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,10,5955
1482,Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Economy,2.25,10,5955
1483,AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.67,10,5949
1484,GO_FIRST,G8-237,Delhi,Afternoon,one,Night,Mumbai,Economy,7.5,10,5954
1485,GO_FIRST,G8-103,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.33,10,5954
1486,GO_FIRST,G8-119,Delhi,Evening,one,Early_Morning,Mumbai,Economy,12.67,10,5954
1487,GO_FIRST,G8-119,Delhi,Evening,one,Morning,Mumbai,Economy,15.17,10,5954
1488,GO_FIRST,G8-113,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.75,10,5954
1489,Air_India,AI-441,Delhi,Evening,one,Night,Mumbai,Economy,3.75,10,5955
1490,Vistara,UK-945,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,10,6375
1491,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Economy,2.33,10,6375
1492,Indigo,6E-218,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.33,10,6165
1493,SpiceJet,SG-8709,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6270
1494,SpiceJet,SG-8483,Delhi,Evening,one,Early_Morning,Mumbai,Economy,13.25,10,6270
1495,Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,10,6690
1496,Vistara,UK-985,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6690
1497,Vistara,UK-953,Delhi,Night,zero,Night,Mumbai,Economy,2.17,10,6690
1498,Air_India,AI-805,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,6375
1499,Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,6375
1500,SpiceJet,SG-8169,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,10,6480
1501,GO_FIRST,G8-346,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,10,6532
1502,GO_FIRST,G8-330,Delhi,Night,zero,Night,Mumbai,Economy,2.25,10,6532
1503,Indigo,6E-2137,Delhi,Night,zero,Late_Night,Mumbai,Economy,2.17,10,6585
1504,Indigo,6E-5328,Delhi,Morning,zero,Morning,Mumbai,Economy,2.5,10,6585
1505,Vistara,UK-981,Delhi,Night,zero,Night,Mumbai,Economy,2.0,10,7530
1506,Vistara,UK-951,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,10,7530
1507,Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.17,10,7530
1508,Air_India,AI-868,Delhi,Evening,zero,Evening,Mumbai,Economy,2.0,10,7215
1509,Indigo,6E-2013,Delhi,Early_Morning,one,Morning,Mumbai,Economy,6.58,10,7420
1510,Indigo,6E-6722,Delhi,Night,zero,Night,Mumbai,Economy,2.25,10,7530
1511,Indigo,6E-5041,Delhi,Evening,zero,Night,Mumbai,Economy,2.17,10,7845
1512,Indigo,6E-6202,Delhi,Morning,zero,Afternoon,Mumbai,Economy,2.17,10,8055
1513,Indigo,6E-184,Delhi,Morning,one,Afternoon,Mumbai,Economy,4.17,10,8108
1514,Indigo,6E-2046,Delhi,Evening,zero,Evening,Mumbai,Economy,2.17,10,8685
1515,Indigo,6E-549,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,10,8685
1516,Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.42,10,8885
1517,Indigo,6E-5018,Delhi,Afternoon,one,Night,Mumbai,Economy,10.33,10,9263
1518,Indigo,6E-926,Delhi,Evening,one,Night,Mumbai,Economy,4.92,10,9373
1519,Indigo,6E-5063,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,10,9373
1520,GO_FIRST,G8-717,Delhi,Evening,one,Night,Mumbai,Economy,4.75,10,9447
1521,GO_FIRST,G8-717,Delhi,Evening,one,Late_Night,Mumbai,Economy,9.33,10,9447
1522,Vistara,UK-829,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.5,10,9840
1523,Vistara,UK-829,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.5,10,9840
1524,Vistara,UK-859,Delhi,Morning,one,Night,Mumbai,Economy,12.58,10,9945
1525,Vistara,UK-859,Delhi,Morning,one,Morning,Mumbai,Economy,23.58,10,9945
1526,AirAsia,I5-1529,Delhi,Morning,one,Night,Mumbai,Economy,11.0,10,9840
1527,Indigo,6E-607,Delhi,Night,one,Morning,Mumbai,Economy,10.17,10,9861
1528,Vistara,UK-829,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,10,10260
1529,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Economy,24.75,10,9945
1530,Vistara,UK-683,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.58,10,10303
1531,Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Economy,5.33,10,10575
1532,Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,10,10575
1533,Vistara,UK-871,Delhi,Night,one,Morning,Mumbai,Economy,13.42,10,10575
1534,Vistara,UK-879,Delhi,Evening,one,Morning,Mumbai,Economy,16.33,10,10575
1535,Vistara,UK-871,Delhi,Night,one,Afternoon,Mumbai,Economy,17.92,10,10575
1536,Vistara,UK-899,Delhi,Afternoon,one,Morning,Mumbai,Economy,19.25,10,10575
1537,Vistara,UK-879,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.83,10,10575
1538,Vistara,UK-899,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,23.75,10,10575
1539,Vistara,UK-871,Delhi,Night,one,Night,Mumbai,Economy,26.42,10,10575
1540,Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.33,10,10260
1541,GO_FIRST,G8-719,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.25,10,10339
1542,Indigo,6E-2168,Delhi,Evening,one,Night,Mumbai,Economy,4.42,10,10349
1543,Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.42,10,10523
1544,GO_FIRST,G8-1404,Delhi,Morning,one,Afternoon,Mumbai,Economy,5.08,10,10549
1545,SpiceJet,SG-2976,Delhi,Evening,one,Morning,Mumbai,Economy,15.25,10,10651
1546,Air_India,AI-473,Delhi,Evening,one,Evening,Mumbai,Economy,22.75,10,10680
1547,Indigo,6E-2193,Delhi,Afternoon,one,Night,Mumbai,Economy,8.33,10,10838
1548,Air_India,AI-475,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,24.58,10,10933
1549,SpiceJet,SG-2277,Delhi,Afternoon,one,Evening,Mumbai,Economy,25.75,10,11047
1550,GO_FIRST,G8-2401,Delhi,Morning,one,Night,Mumbai,Economy,13.0,10,11179
1551,Air_India,AI-411,Delhi,Early_Morning,one,Afternoon,Mumbai,Economy,8.0,10,11310
1552,Air_India,AI-811,Delhi,Evening,one,Afternoon,Mumbai,Economy,20.58,10,11310
1553,Air_India,AI-9809,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,25.83,10,11310
1554,Air_India,AI-431,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,26.17,10,11310
1555,Indigo,6E-5063,Delhi,Afternoon,one,Night,Mumbai,Economy,5.42,10,11326
1556,SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.25,10,11624
1557,Air_India,AI-483,Delhi,Evening,one,Evening,Mumbai,Economy,23.92,10,11690
1558,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,11.58,10,12150
1559,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,11.67,10,12150
1560,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,12.67,10,12150
1561,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,12.75,10,12150
1562,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,13.58,10,12150
1563,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,13.75,10,12150
1564,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Economy,14.33,10,12150
1565,Vistara,UK-807,Delhi,Night,one,Morning,Mumbai,Economy,14.75,10,12150
1566,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.83,10,12150
1567,Vistara,UK-815,Delhi,Morning,one,Night,Mumbai,Economy,15.33,10,12150
1568,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,15.92,10,12150
1569,Vistara,UK-811,Delhi,Early_Morning,one,Night,Mumbai,Economy,17.5,10,12150
1570,Vistara,UK-801,Delhi,Morning,one,Morning,Mumbai,Economy,23.17,10,12150
1571,Air_India,AI-479,Delhi,Night,one,Afternoon,Mumbai,Economy,16.5,10,11900
1572,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,12.42,10,12255
1573,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,14.42,10,12255
1574,Vistara,UK-809,Delhi,Evening,one,Morning,Mumbai,Economy,15.58,10,12255
1575,SpiceJet,SG-2976,Delhi,Evening,one,Night,Mumbai,Economy,4.5,10,11911
1576,Air_India,AI-504,Delhi,Night,one,Morning,Mumbai,Economy,11.33,10,12150
1577,Air_India,AI-803,Delhi,Early_Morning,one,Night,Mumbai,Economy,14.92,10,12150
1578,Air_India,AI-504,Delhi,Night,one,Night,Mumbai,Economy,23.83,10,12150
1579,Air_India,AI-803,Delhi,Early_Morning,one,Morning,Mumbai,Economy,26.42,10,12150
1580,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Mumbai,Economy,6.0,10,12226
